"species","scientificName","total_records","gbif_records","inat_records","first_year","last_year","rarity_score","n_grid_cells","lat_range","lon_range","range_score","trend","trend_score","priority_score","priority_level"
"Enicurus maculatus","Enicurus maculatus Vigors, 1831",21,21,0,2019,2025,40,16,1.0911592,2.5200331059,40,20,20,34,"Low Priority"
"Terpsiphone paradisi","Terpsiphone paradisi (Linnaeus, 1758)",50,50,0,2018,2024,40,32,2.5270923231,2.79974433870001,20,61,20,28,"Low Priority"
"Phoenicurus ochruros",NA,49,0,49,2010,2025,40,46,2.9670954085,5.3991414069,20,66,20,28,"Low Priority"
"Alectoris chukar",NA,48,0,48,2010,2025,40,25,2.5627060035,4.4752979064,20,15,20,28,"Low Priority"
"Upupa epops","Upupa epops Linnaeus, 1758",48,48,0,2019,2024,40,47,2.5247425982,5.3753975927,20,66,20,28,"Low Priority"
"Streptopelia orientalis","Streptopelia orientalis (Latham, 1790)",43,43,0,2020,2024,40,35,2.4956844783,5.38826522310001,20,51,20,28,"Low Priority"
"Urocissa flavirostris",NA,42,0,42,2016,2025,40,35,1.21533423579999,2.88018722220001,20,105,20,28,"Low Priority"
"Phoenicurus ochruros","Phoenicurus ochruros (S.G.Gmelin, 1774)",41,41,0,2019,2025,40,46,2.9670954085,5.3991414069,20,66,20,28,"Low Priority"
"Columba livia",NA,38,0,38,2013,2025,40,41,1.5218619,5.34932435339999,20,213,20,28,"Low Priority"
"Falco tinnunculus","Falco tinnunculus Linnaeus, 1758",38,38,0,2018,2024,40,29,2.212584,5.0566361426,20,39,20,28,"Low Priority"
"Pica pica","Pica pica (Linnaeus, 1758)",38,38,0,2018,2025,40,45,2.9552761521,5.3788802231,20,71,20,28,"Low Priority"
"Motacilla citreola",NA,37,0,37,2015,2025,40,38,2.8413228252,5.3823827539,20,61,20,28,"Low Priority"
"Leucosticte nemoricola","Leucosticte nemoricola (Hodgson, 1836)",36,36,0,2019,2025,40,28,2.5567219,4.73084691170001,20,39,20,28,"Low Priority"
"Saxicola caprata","Saxicola caprata (Linnaeus, 1766)",36,36,0,2019,2024,40,23,1.2886771859,1.48099000000001,20,37,20,28,"Low Priority"
"Motacilla citreola","Motacilla citreola Pallas, 1776",35,35,0,2019,2024,40,38,2.8413228252,5.3823827539,20,61,20,28,"Low Priority"
"Turdus unicolor","Turdus unicolor Tickell, 1833",34,34,0,2021,2024,40,22,2.310945663,3.06282042480001,20,44,20,28,"Low Priority"
"Upupa epops",NA,34,0,34,2010,2025,40,47,2.5247425982,5.3753975927,20,66,20,28,"Low Priority"
"Monticola solitarius","Monticola solitarius (Linnaeus, 1758)",33,33,0,2018,2024,40,29,2.518242286,5.26141350050001,20,42,20,28,"Low Priority"
"Accipiter nisus","Accipiter nisus (Linnaeus, 1758)",30,30,0,2019,2024,40,30,2.41830827250001,5.2999652516,20,46,20,28,"Low Priority"
"Oriolus kundoo","Oriolus kundoo Sykes, 1832",30,30,0,2019,2024,40,30,2.5247425982,5.35872805370001,20,34,20,28,"Low Priority"
"Phoenicurus leucocephalus",NA,28,0,28,2011,2025,40,23,1.6978479,3.4045382962,20,14,20,28,"Low Priority"
"Carduelis caniceps",NA,26,0,26,2017,2025,40,35,2.4212479641,3.45590080000001,20,67,20,28,"Low Priority"
"Pyrrhocorax graculus","Pyrrhocorax graculus (Linnaeus, 1766)",25,25,0,2018,2024,40,27,2.9332308719,5.38826522310001,20,29,20,28,"Low Priority"
"Serinus pusillus","Serinus pusillus (Pallas, 1811)",25,25,0,2018,2024,40,25,2.3372299641,4.8326453,20,21,20,28,"Low Priority"
"Passer cinnamomeus",NA,24,0,24,2012,2025,40,37,1.7062800627,3.23989474550001,20,119,20,28,"Low Priority"
"Gyps himalayensis","Gyps himalayensis Hume, 1869",23,23,0,2019,2024,40,24,2.8156823207,4.7282230818,20,24,20,28,"Low Priority"
"Pyrrhocorax graculus",NA,22,0,22,2013,2025,40,27,2.9332308719,5.38826522310001,20,29,20,28,"Low Priority"
"Cinclus pallasii",NA,21,0,21,2011,2025,40,43,2.9664749,5.30324826419999,20,92,20,28,"Low Priority"
"Terpsiphone paradisi",NA,21,0,21,2018,2024,40,32,2.5270923231,2.79974433870001,20,61,20,28,"Low Priority"
"Zosterops palpebrosus","Zosterops palpebrosus (Temminck, 1824)",100,100,0,2019,2024,20,20,0.821102000000003,2.12669895000001,40,104,20,26,"Low Priority"
"Copsychus saularis","Copsychus saularis (Linnaeus, 1758)",97,97,0,2020,2024,20,20,1.193127,2.4477263957,40,102,20,26,"Low Priority"
"Parus monticolus","Parus monticolus Vigors, 1831",93,93,0,2019,2025,20,19,1.25156699999999,2.67245,40,82,20,26,"Low Priority"
"Psilopogon virens","Psilopogon virens (Boddaert, 1783)",86,86,0,2019,2024,20,15,1.07487399999999,2.64943890000001,40,71,20,26,"Low Priority"
"Alcedo atthis","Alcedo atthis (Linnaeus, 1758)",83,83,0,2020,2025,20,18,1.4080172,2.7538319514,40,104,20,26,"Low Priority"
"Ardeola grayii","Ardeola grayii (Sykes, 1832)",83,83,0,2019,2024,20,20,2.26413,2.8586897193,40,108,20,26,"Low Priority"
"Horornis fortipes","Horornis fortipes Hodgson, 1845",73,73,0,2019,2024,20,17,1.49448,1.428995,40,70,20,26,"Low Priority"
"Acridotheres ginginianus","Acridotheres ginginianus (Latham, 1790)",69,69,0,2020,2024,20,14,1.142914,1.43486,40,73,20,26,"Low Priority"
"Sitta leucopsis","Sitta leucopsis Gould, 1850",60,60,0,2019,2025,20,13,1.75728489999999,2.8389396,40,63,20,26,"Low Priority"
"Eudynamys scolopaceus","Eudynamys scolopaceus (Linnaeus, 1758)",59,59,0,2020,2024,20,12,0.827203000000004,2.47381922540001,40,61,20,26,"Low Priority"
"Luscinia brunnea","Larvivora brunnea Hodgson, 1837",59,59,0,2021,2024,20,15,1.476574,1.428995,40,59,20,26,"Low Priority"
"Dendrocitta vagabunda","Dendrocitta vagabunda (Latham, 1790)",58,58,0,2019,2024,20,19,0.921622999999997,2.0066109127,40,55,20,26,"Low Priority"
"Egretta garzetta","Egretta garzetta (Linnaeus, 1766)",51,51,0,2020,2025,20,13,0.783379000000004,2.70608999999999,40,65,20,26,"Low Priority"
"Motacilla alba",NA,50,0,50,2012,2025,40,71,2.310993,5.411490054,10,281,20,25,"Low Priority"
"Myophonus caeruleus",NA,46,0,46,2011,2025,40,72,2.53594445,4.8697667783,10,162,20,25,"Low Priority"
"Parus cinereus",NA,45,0,45,2012,2025,40,70,2.5276784443,5.27750083260001,10,247,20,25,"Low Priority"
"Carpodacus erythrinus",NA,41,0,41,2011,2025,40,51,2.9653790197,5.3886088312,10,79,20,25,"Low Priority"
"Trochalopteron lineatum",NA,40,0,40,2017,2025,40,58,2.3072781215,4.672202375,10,171,20,25,"Low Priority"
"Phoenicurus fuliginosus",NA,38,0,38,2011,2025,40,57,1.9803384443,5.246702,10,202,20,25,"Low Priority"
"Lanius schach",NA,34,0,34,2016,2024,40,55,2.5247425982,3.29587381969999,10,301,20,25,"Low Priority"
"Emberiza cia",NA,33,0,33,2011,2025,40,52,2.9692299896,5.3198567565,10,108,20,25,"Low Priority"
"Corvus splendens",NA,29,0,29,2005,2025,40,71,2.255924,2.8562435667,10,1170,20,25,"Low Priority"
"Motacilla cinerea",NA,27,0,27,2012,2025,40,66,2.0726941,5.3187125776,10,177,20,25,"Low Priority"
"Corvus macrorhynchos",NA,25,0,25,1984,2025,40,80,2.25972299999999,3.23358277780001,10,304,20,25,"Low Priority"
"Pycnonotus cafer",NA,22,0,22,2018,2025,40,54,1.193196,1.47891,10,821,20,25,"Low Priority"
"Saxicola maurus",NA,21,0,21,2012,2024,40,52,2.5247425982,5.31110415240001,10,107,20,25,"Low Priority"
"Psittacula krameri","Psittacula krameri (Scopoli, 1769)",157,157,0,2020,2024,10,14,2.2565697191,2.6195897436,40,162,20,22,"Low Priority"
"Turdoides caudata","Argya caudata (Dumont, 1823)",127,127,0,2020,2024,10,11,0.853146000000002,1.07503,40,127,20,22,"Low Priority"
"Phylloscopus xanthoschistos","Phylloscopus xanthoschistos (J.E.Gray & G.R.Gray, 1847)",99,99,0,2020,2024,20,31,1.713004,2.92926,20,107,20,20,"Low Priority"
"Saxicola ferreus","Saxicola ferreus J.E.Gray & G.R.Gray, 1847",98,98,0,2019,2024,20,28,1.4993942288,2.60047653710001,20,104,20,20,"Low Priority"
"Chloris spinoides","Chloris spinoides (Vigors, 1831)",90,90,0,2019,2025,20,38,1.6719896,2.75550990000001,20,101,20,20,"Low Priority"
"Cinclus pallasii","Cinclus pallasii Temminck, 1820",89,89,0,2019,2024,20,43,2.9664749,5.30324826419999,20,92,20,20,"Low Priority"
"Urocissa flavirostris","Urocissa flavirostris (Blyth, 1846)",89,89,0,2019,2025,20,35,1.21533423579999,2.88018722220001,20,105,20,20,"Low Priority"
"Phylloscopus occipitalis","Phylloscopus occipitalis (Blyth, 1845)",82,82,0,2019,2025,20,28,1.76340999999999,3.09933460000001,20,83,20,20,"Low Priority"
"Halcyon smyrnensis","Halcyon smyrnensis (Linnaeus, 1758)",80,80,0,2019,2024,20,23,1.059715,2.8372468222,20,89,20,20,"Low Priority"
"Hypsipetes leucocephalus","Hypsipetes leucocephalus (Gmelin, 1789)",78,78,0,2019,2024,20,26,1.1232189,3.09933460000001,20,86,20,20,"Low Priority"
"Dicrurus leucophaeus","Dicrurus leucophaeus Vieillot, 1817",74,74,0,2018,2024,20,34,1.4997352139,2.5199570855,20,75,20,20,"Low Priority"
"Spilopelia chinensis","Spilopelia chinensis (Scopoli, 1786)",73,73,0,2019,2024,20,22,0.943581000000002,1.31828,20,73,20,20,"Low Priority"
"Certhia himalayana","Certhia himalayana Vigors, 1832",72,72,0,2018,2024,20,28,1.8901995982,3.09933460000001,20,74,20,20,"Low Priority"
"Pericrocotus ethologus","Pericrocotus ethologus Bangs & J.C.Phillips, 1914",71,71,0,2019,2024,20,33,1.75782259819999,2.6693280194,20,77,20,20,"Low Priority"
"Trochalopteron variegatum","Trochalopteron variegatum (Vigors, 1831)",70,70,0,2019,2024,20,22,1.1897809,3.0830422139,20,82,20,20,"Low Priority"
"Dendrocopos himalayensis","Dendrocopos himalayensis (Jardine & Selby, 1831)",68,68,0,2019,2024,20,25,1.7642282873,2.9800905908,20,67,20,20,"Low Priority"
"Sturnia pagodarum","Sturnia pagodarum (Gmelin, 1789)",67,67,0,2020,2024,20,22,2.268253,1.82015411889999,20,72,20,20,"Low Priority"
"Acridotheres fuscus","Acridotheres fuscus (Wagler, 1827)",66,66,0,2018,2024,20,22,1.4483,1.57343,20,69,20,20,"Low Priority"
"Pica pica",NA,57,0,57,2011,2025,20,45,2.9552761521,5.3788802231,20,71,20,20,"Low Priority"
"Corvus corax","Corvus corax Linnaeus, 1758",55,55,0,2019,2024,20,27,2.3774277939,4.16112,20,52,20,20,"Low Priority"
"Carduelis caniceps","Carduelis caniceps Vigors, 1831",53,53,0,2019,2025,20,35,2.4212479641,3.45590080000001,20,67,20,20,"Low Priority"
"Milvus migrans",NA,53,0,53,1993,2025,20,43,2.25084748,3.2939796,20,116,20,20,"Low Priority"
"Eumyias thalassinus","Eumyias thalassinus (Swainson, 1838)",51,51,0,2019,2025,20,23,1.181674,2.0215440767,20,51,20,20,"Low Priority"
"Spilopelia senegalensis","Spilopelia senegalensis (Linnaeus, 1766)",51,51,0,2018,2024,20,25,2.256743,2.280459237,20,55,20,20,"Low Priority"
"Emberiza cia","Emberiza cia Linnaeus, 1767",99,99,0,2018,2025,20,52,2.9692299896,5.3198567565,10,108,20,17,"Low Priority"
"Saxicola maurus","Saxicola maurus (Pallas, 1773)",96,96,0,2019,2024,20,52,2.5247425982,5.31110415240001,10,107,20,17,"Low Priority"
"Pycnonotus leucogenys",NA,76,0,76,2010,2025,20,61,2.3703408797,3.1354446,10,289,20,17,"Low Priority"
"Acridotheres tristis",NA,73,0,73,2012,2025,20,95,2.310993,3.2973345556,10,1410,20,17,"Low Priority"
"Passer domesticus",NA,62,0,62,2012,2025,20,85,2.310993,5.4735252231,10,1074,20,17,"Low Priority"
"Carpodacus erythrinus","Carpodacus erythrinus (Pallas, 1770)",58,58,0,2019,2024,20,51,2.9653790197,5.3886088312,10,79,20,17,"Low Priority"
"Hirundo rustica","Hirundo rustica Linnaeus, 1758",538,538,0,2019,2024,10,48,1.4900862286,2.84725682219999,20,539,20,16,"Low Priority"
"Apus affinis","Apus affinis (J.E.Gray, 1830)",312,312,0,2019,2024,10,24,1.358646,1.482935,20,310,20,16,"Low Priority"
"Passer montanus","Passer montanus (Linnaeus, 1758)",289,289,0,2019,2024,10,22,2.72225,1.71398000000001,20,294,20,16,"Low Priority"
"Dicrurus macrocercus","Dicrurus macrocercus Vieillot, 1817",286,286,0,2018,2024,10,41,1.485699,2.77615400000001,20,289,20,16,"Low Priority"
"Phylloscopus humei","Phylloscopus humei (W.E.Brooks, 1878)",198,198,0,2019,2024,10,37,2.40414287390001,5.1942106426,20,196,20,16,"Low Priority"
"Columba livia","Columba livia J.F.Gmelin, 1789",190,190,0,2018,2024,10,41,1.5218619,5.34932435339999,20,213,20,16,"Low Priority"
"Chaimarrornis leucocephalus","Phoenicurus leucocephalus Vigors, 1831",115,115,0,2018,2024,10,45,2.205697,4.15353499999999,20,103,20,16,"Low Priority"
"Passer cinnamomeus","Passer cinnamomeus (Temminck, 1836)",107,107,0,2019,2025,10,37,1.7062800627,3.23989474550001,20,119,20,16,"Low Priority"
"Periparus ater","Periparus ater (Linnaeus, 1758)",106,106,0,2019,2024,10,33,1.98636699999999,4.3181189722,20,123,20,16,"Low Priority"
"Milvus migrans","Milvus migrans (Boddaert, 1783)",103,103,0,2019,2024,10,43,2.25084748,3.2939796,20,116,20,16,"Low Priority"
"Periparus rufonuchalis","Periparus rufonuchalis (Blyth, 1849)",101,101,0,2019,2024,10,31,1.75728489999999,2.9761996,20,104,20,16,"Low Priority"
"Acridotheres tristis","Acridotheres tristis (Linnaeus, 1766)",1365,1365,0,2018,2024,10,95,2.310993,3.2973345556,10,1410,20,13,"Low Priority"
"Corvus splendens","Corvus splendens Vieillot, 1817",1157,1157,0,2018,2024,10,71,2.255924,2.8562435667,10,1170,20,13,"Low Priority"
"Passer domesticus","Passer domesticus (Linnaeus, 1758)",1040,1040,0,2018,2024,10,85,2.310993,5.4735252231,10,1074,20,13,"Low Priority"
"Pycnonotus cafer","Pycnonotus cafer (Linnaeus, 1766)",807,807,0,2018,2024,10,54,1.193196,1.47891,10,821,20,13,"Low Priority"
"Corvus macrorhynchos","Corvus macrorhynchos Wagler, 1827",317,317,0,2018,2024,10,80,2.25972299999999,3.23358277780001,10,304,20,13,"Low Priority"
"Lanius schach","Lanius schach Linnaeus, 1758",271,271,0,2019,2024,10,55,2.5247425982,3.29587381969999,10,301,20,13,"Low Priority"
"Pycnonotus leucogenys","Pycnonotus leucogenys (J.E.Gray, 1835)",265,265,0,2018,2024,10,61,2.3703408797,3.1354446,10,289,20,13,"Low Priority"
"Motacilla alba","Motacilla alba Linnaeus, 1758",248,248,0,2019,2024,10,71,2.310993,5.411490054,10,281,20,13,"Low Priority"
"Parus cinereus","Parus cinereus Vieillot, 1818",227,227,0,2019,2025,10,70,2.5276784443,5.27750083260001,10,247,20,13,"Low Priority"
"Phoenicurus fuliginosus","Phoenicurus fuliginosus Vigors, 1831",188,188,0,2019,2024,10,57,1.9803384443,5.246702,10,202,20,13,"Low Priority"
"Motacilla cinerea","Motacilla cinerea Tunstall, 1771",164,164,0,2019,2024,10,66,2.0726941,5.3187125776,10,177,20,13,"Low Priority"
"Trochalopteron lineatum","Trochalopteron lineatum (Vigors, 1831)",157,157,0,2018,2025,10,58,2.3072781215,4.672202375,10,171,20,13,"Low Priority"
"Myophonus caeruleus","Myophonus caeruleus (Scopoli, 1786)",146,146,0,2018,2024,10,72,2.53594445,4.8697667783,10,162,20,13,"Low Priority"
